experiment_id,sample_id,flow_id,repeat_id,status,candidate_accepted,readability_variables,readability_loops,readability_conditions,readability_logic_flow,readability_structure,readability_overall,readability_variables_rationale,readability_loops_rationale,readability_conditions_rationale,readability_logic_flow_rationale,readability_structure_rationale,readability_summary,readability_rubric_version,readability_source_sha256,readability_evaluated_at,readability_correctness_assessed,evaluator_id,evaluation_method,original_sloc,recovered_sloc,sloc_ratio
experiment_20260801_182616,p00859,F4,0,PASS,True,4,4,4,4,4,4.0,"Names mostly clear: edges,parent,rank_arr,root_u,root_v,ans; some terse n,m,i,j,k remain conventional.","Loops are nested but regular: input cases, edge read, sorted-window scan, union scan.","Predicates are direct: input parse checks, termination, root comparison, rank choice, completion.",Control flow linear with early breaks only; no goto or dispatcher noise.,"Code has coherent Edge type, DSU helpers, main algorithm; stray gmon_start slightly hurts cleanliness.",Readable conventional C; MST-window logic easy to follow despite dense nesting.,source-readability-1-to-5-v1,4fc9fdcad992e78a23b0526031dc35292270403bf6a730a09b7f883959077a7f,2026-08-03T11:07:11.821702+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p00859,F5,0,PASS,True,4,4,4,4,4,4.0,"Names mostly clear: parent, rank_arr, edges, num_edges, max_w, min_w; short loop indices acceptable.","Loops conventional, bounded, nested MST-window structure readable despite depth.","Predicates simple, direct: root checks, parse checks, termination, best-answer update.","Control flow linear, no goto noise, helper functions separate parsing, union-find, comparison.","Coherent C organization with Edge type, union-find helpers, parser, main processing loop.","Readable conventional C; minor terse names, globals, nesting reduce clarity.",source-readability-1-to-5-v1,06c643d2dda54b2c5bab117acf9c7a841fbfc531f3e5e8b29bdc93163e71e12b,2026-08-03T11:07:11.271072+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p01296,F4,0,PASS,True,4,4,4,4,4,4.0,"Names mostly descriptive, roles clear, few terse contest variables like u, v, w, dx, dy.","Loops conventional, bounds visible, queue head/tail state understandable.","Predicates direct, readable, low-level boolean noise minimal.","Control flow linear, helper functions separate hashing, DSU, BFS, main phases clear.","C organization coherent, data structures explicit, global arrays heavy but understandable.","Readable contest-style C with clear phases, conventional helpers, some terse names, large globals.",source-readability-1-to-5-v1,aaee9e5ffc4fed89b35899e6d3932a45e24430d6763b832f0d967a6d3e3e0b0e,2026-08-03T11:07:11.857156+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p01315,F1,0,PASS,True,3,4,4,4,4,3.8,"Generic names like val0..val8 and val_a obscure roles, though scope remains tight.","Input, bubble sort, output loops use clear for/while structure with simple indices.","Swap predicate is readable, with explicit tie case and limited boolean noise.",Single main flow is linear; break-on-scanf failures mildly blurs dataset handling.,"Simple struct plus parallel name array form coherent C organization, despite generic fields and stray gmon_start.","Readable recovered C with clear control flow, weakened mostly by generic variable names.",source-readability-1-to-5-v1,a63a03a2f298f1af3ef0d71b36645873448d9238e142f13abfb540405ba5ab14,2026-08-03T11:07:13.578194+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p01315,F2,0,PASS,True,3,4,4,4,4,3.8,"names/items clear, but val0/val1, v1..v9 obscure roles.","while input loop, for read/sort/print loops conventional, state simple.","Predicates readable; swap flag slightly verbose, casts clutter expressions.","Straight-line main flow clear: read, compute, sort, print; break handling modestly opaque.","Coherent structs, globals, main organization; Item fields undernamed.","Readable recovered C with conventional structure, weakened by opaque value names and cast-heavy formulas.",source-readability-1-to-5-v1,6078c2dd8e2cf3d7fd6d7e0da085ed4b08830b314e717746f78fb18f912436c0,2026-08-03T11:07:13.002277+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p01315,F3,0,PASS,True,3,4,4,4,4,3.8,"Generic names like val1, val2, v1-v9 obscure roles, though scope small and temporaries limited.","Input, bubble sort, output loops are conventional and easy to track.","Predicates are simple, named do_swap helps, tie case readable.",Single main loop with breaks and no goto keeps control flow mostly clear.,"Small struct plus parallel name array gives coherent C organization, despite cramped single-function design.","Readable conventional C with clear loops and flow, weakened mainly by opaque variable names.",source-readability-1-to-5-v1,1ad116c0b39700043fb6ac25f34bc587201be4e178e629df56dc651c966df990,2026-08-03T11:07:12.749585+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p01315,F4,0,PASS,True,3,4,4,4,4,3.8,"Generic names like val1, val2, a-f, g-h-j obscure roles, though scope is tight and temporaries are limited.","Input, bubble sort, output loops are conventional and easy to follow.","Predicates are simple, named swap_needed helps tie-break logic readability.","Straight-line main loop with breaks only on input failure, no goto or dispatcher noise.","Small struct plus parallel names array gives coherent C organization, though data model is undernamed.","Readable conventional C with clear flow, weakened mainly by opaque variable and field names.",source-readability-1-to-5-v1,f33b9c7ce0d081f461ce59439d5c2fecb3e2760b2ec07a07ad98da0713630c1d,2026-08-03T11:07:13.299928+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p01315,F5,0,PASS,True,3,4,4,4,4,3.8,"Names like val1, val2, a-f, g-h-j obscure roles, though idx1, idx2, N, data are usable.","Input, bubble sort, output loops are conventional, bounded, easy follow.","Predicates are simple scanf checks, comparisons, tie-break logic with little artifact noise.","Straight-line main flow plus compare/swap helpers, no goto, minimal nesting.","Global arrays, Data struct, compare, swap, main form coherent C organization despite generic fields.","Readable conventional C with clear flow, weakened mainly by opaque variable names.",source-readability-1-to-5-v1,3297841850f621a1b960d4bc37d7d6b9932336a423f5b7ed0aff9f286833cee0,2026-08-03T11:07:16.519621+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p01687,F1,0,PASS,True,2,4,3,4,2,3.0,"Address-like names, residual buffer macros obscure roles despite some local names aiding flow.",For loop and while loop are recognizable with simple pointer/index updates.,Predicates are direct but contain repeated magic indices and counts.,Control flow is mostly linear with early returns and no goto noise.,"Functions are coherent, but global residual data, casts, macros, stubs keep decompiler artifacts prominent.","Readable core algorithm, still dominated by recovered-data artifacts and address-style naming.",source-readability-1-to-5-v1,b7c8cbf64b6a479a780979af03cb3edd694722a01b6ce3d62f5a8a05715fce33,2026-08-03T11:07:15.674350+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p01687,F3,0,PASS,True,4,4,4,4,4,4.0,"Names mostly clear, though a, p, idx, ret stay terse.",Loops simple bounded scans with clear index progression.,"Predicates direct, readable, limited artifact noise.","Control flow linear, early exits clear, no goto noise.",Small helper plus main form coherent conventional C organization.,Readable recovered C with minor terse temporaries.,source-readability-1-to-5-v1,07a2fa393f00b387d89a515b2a99a083764bef127f1e28efd6342e8816242ea8,2026-08-03T11:07:15.305644+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p01687,F4,0,PASS,True,2,4,4,4,3,3.4,"Many globals use native_object addresses, but local names like current_idx, offset, val clarify roles.","for and while loops are simple, bounded, recognizable.",Predicates are direct count checks with limited boolean noise.,"Control flow is linear with early returns, no goto or dispatcher clutter.","Functions are coherent, but address-named globals and macro aliases reduce C-like organization.","Readable recovered C with clear control flow, weakened by artifact-heavy global naming.",source-readability-1-to-5-v1,9419276794fe89654974389d4c65b9f8ef587ab967cb2bbe89d1fc89ff858b07,2026-08-03T11:07:17.500997+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p01687,F5,0,PASS,True,2,3,3,3,3,2.8,"Generic names like sub_401190, sub_401cd0, p, res, src, dest obscure roles, though state_arr and charset help.","For loop is clear, while loop has understandable pointers but confusing src state mostly unused.",Predicates are explicit but long repeated state_arr index checks reduce readability.,"Control flow is simple, no gotos, but pointer offsets and res-driven jumps hinder tracing.","C organization is coherent with small functions and globals, but recovered symbol names and casts remain.","Readable recovered C, but artifact names, pointer arithmetic, repeated indexed conditions keep it mid-level.",source-readability-1-to-5-v1,d95f1c0e5938e72a1652319c9eb48f462285ea1520be5dd956f3c1dd7d17cd4d,2026-08-03T11:07:20.151249+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p01766,F1,0,PASS,True,3,4,4,4,3,3.6,"Arrays A-E obscure field roles, but max_dist_sq, min_time_diff, N, dist_sq, time_diff are clear.",Simple bounded for loops with clear indices make iteration easy to follow.,"Predicates are direct, nested, readable, with little low-level boolean noise.","Single main path, no gotos, clear input-process-output sequence, though nesting adds weight.","Coherent C structure, but parallel global arrays and all logic in main reduce organization.","Readable conventional C overall, limited mainly by opaque array names and flat data modeling.",source-readability-1-to-5-v1,8209638dc8c1faf69ab02c5650c42744132b6185098a1f5501baf201770ce942,2026-08-03T11:07:17.114758+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p01766,F2,0,PASS,True,3,4,4,4,4,3.8,"Roles mostly clear for counters and result arrays, but A/B/C/D/E names obscure field meaning.",Simple bounded for-loops make iteration state easy to follow.,Predicates are straightforward nested checks with minimal boolean noise.,"Control proceeds linearly through input, processing, cleanup, output.","Single main is coherent C, with arrays grouped by field and ordinary allocation/free organization.","Readable conventional C overall, limited mainly by cryptic field names.",source-readability-1-to-5-v1,142bdbd1aceb4bd2fdcf93ed435caff58ff67192c57ba826c64e7c0bca6d6948,2026-08-03T11:07:16.517935+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p01766,F3,0,PASS,True,3,4,4,4,4,3.8,"Arrays A-E obscure record fields, but max_dist_sq, max_t_diff, dx, dy, dist_sq clarify roles.",Simple bounded for-loops make iteration state clear.,"Predicates are nested but readable, with no low-level boolean artifacts.","Single main path, early scanf exit, no goto or dispatcher noise.","Conventional C organization, though parallel global arrays weaken data modeling.","Readable recovered C with clear control flow, weakened mainly by generic field arrays.",source-readability-1-to-5-v1,a3856e65b27c5d14887a95bb0e14a60635f9b4315f746b71c3d5e31899605ae5,2026-08-03T11:07:17.074275+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p01766,F4,0,PASS,True,2,4,4,4,3,3.4,"Names like arr0 through arr4 obscure record fields, though max_dist_sq and min_dt clarify outputs.",Simple bounded for loops make iteration state easy to follow.,"Predicates are nested but readable, with no low-level boolean artifacts.","Straight-line main flow with early input return, no goto or dispatcher noise.","Coherent C organization, but parallel arrays and dummy gmon_start weaken structure.","Readable recovered C, but field meaning hidden by generic parallel-array names.",source-readability-1-to-5-v1,49958e72395a443efc48ad5f507005c15bb43eb7029c528c1d9ca2c44120a66d,2026-08-03T11:07:18.254755+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p01766,F5,0,PASS,True,3,4,4,4,3,3.6,"Single-letter arrays obscure domain roles, though best and best_time help.","Input, pair scan, output loops are simple bounded for-loops.","Predicates are nested but readable, with few low-level artifacts.","Straight-line main flow, no goto, clear phases.","Coherent C organization, but global parallel arrays limit structure.","Readable recovered C with clear control flow, weak domain naming, basic data modeling.",source-readability-1-to-5-v1,86d432586112872e66dfdd30c659c11048587bc9b4ed7bb91c33b237eb8792e9,2026-08-03T11:07:18.956652+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p01970,F1,0,PASS,True,2,4,2,3,3,2.8,Names mostly artifact-like native_object_* plus v24-v31 temporaries obscure roles.,"For-loops show clear sieve, input, DP iteration despite magic bounds.","Prime checks readable, but read_int predicate uses low-level boolean artifacts.","Main control mostly linear, but nested condition chains plus input decoder noise reduce clarity.","C organization coherent with helper plus main, but global raw arrays, magic sizes weaken structure.","Readable high-level flow partly recovered; decompiler names, magic constants, low-level input logic dominate details.",source-readability-1-to-5-v1,5634d3f1543f8dc304b738952cf1cf04a26fd81b73f17468f5b6179398bf68bc,2026-08-03T11:07:19.180702+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p01970,F2,0,PASS,True,3,4,4,4,4,3.8,"Globals A,B,prime terse; roles inferable but not named descriptively.","Sieve, input, DP loops use simple bounded for-iteration.","Prime checks and ordering predicates readable, lightly nested.",Straight-line main flow; no goto or dispatcher noise.,Conventional C layout with helper input function and coherent static arrays.,Readable competitive-programming C; terse names and magic constants reduce clarity.,source-readability-1-to-5-v1,850027863b4a40f1e6709f7178266f61f652425ccd9718e7853a02842e381dca,2026-08-03T11:07:21.275860+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p01970,F3,0,PASS,True,2,4,2,4,4,3.2,"A, B, r24-r30 obscure roles; constants partly named.","Sieve, input, DP loops conventional, bounded, easy follow.","read_int predicate packed with casts, bit tricks, meaningless temporaries.",Straight-line main; no goto; read_int inner break condition hurts local flow.,"Coherent C file with globals, helper input function, organized main phases.",Mostly structured C; readability damaged by opaque names and low-level input condition.,source-readability-1-to-5-v1,c9638d3603cd33f875d577054307c0db45345c7007d9842f4246c725e9777bf5,2026-08-03T11:07:22.080810+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p01970,F4,0,PASS,True,1,1,1,1,2,1.2,"Names mostly compiler artifacts like frame_storage_sroa_* and v*, hiding roles.","Loops use infinite dispatchers with manual state updates, obscuring iteration intent.","Predicates contain casts, bit tricks, negated flags, deobf_* temporaries.","Control dominated by switch-state machines, magic constants, gotos.","Single main, raw global byte buffers, pointer casts; minimal C organization remains.",Very difficult recovered C; low-level artifacts dominate readability.,source-readability-1-to-5-v1,28cf750241c10c4a8de108a5c56ea404bca0284dee7762aeaa4d2d2d19b3badc,2026-08-03T11:07:22.061568+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p01970,F5,0,PASS,True,4,4,4,4,4,4.0,"Names like is_prime, sieve, MOD clear; A, dp, n terse but conventional.","For-loops simple, bounded, idiomatic; sieve nesting recognizable.","Predicates compact, mostly readable; compound prime/index checks still dense.",Straight-line main flow; early returns simple; no goto noise.,"Coherent globals, helper sieve, main organization conventional C.","Readable accepted C source with clear structure, terse contest-style names, mildly dense DP predicates.",source-readability-1-to-5-v1,9ec5ceb7b9dfadec46d73e3eee7137b3acfd8666d561eaf6b59e8c30c2a3996d,2026-08-03T11:07:21.032855+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p02029,F1,0,PASS,True,3,4,4,4,4,3.8,"Names like B,C,D,E,top,var_1983,var_1992 obscure roles despite limited scope.",Loops use recognizable while/for structure with mostly clear counters.,Predicates are simple comparisons with little boolean noise.,"Control flow is linear, functionized, no goto noise, though algorithm intent remains implicit.","Coherent C organization with input, heap helpers, binary search, main logic separated.","Readable recovered C with clear structure, weakened mainly by opaque variable names.",source-readability-1-to-5-v1,b3d17a4925b8278afce97062abf6c32dfab01d952a8e59411898bad47aad2286,2026-08-03T11:07:20.789063+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p02029,F3,0,PASS,True,3,4,4,4,4,3.8,"Names mostly short domain letters like A,B,C,H,j,k; helper names clearer; roles partly implicit.",Loops are structured for/while patterns with visible counters and bounds.,Predicates are direct comparisons with little boolean noise.,Control flow is linear with helper functions and no goto or dispatcher artifacts.,"C organization coherent, with input, heap helpers, main algorithm separated.",Readable accepted C; compact contest naming limits clarity.,source-readability-1-to-5-v1,892f50680b94236da46e9077c4773c27534ef531b8b41ee60ae90c42ccf0796a,2026-08-03T11:07:26.713958+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p02100,F1,0,PASS,True,4,4,4,4,4,4.0,"Names mostly clear: input, buf, coeff, exponent, sign, sum, x_pow; p, i, j less descriptive but conventional.","Parsing loop, digit loop, evaluation loops recognizable; pointer state requires some tracking.","Predicates simple readable checks for signs, digits, x, exponent bounds, zero sum.",Straight-line main flow clear; no goto or dispatcher noise; nested parsing branches modest.,Coherent small C program with global poly and main logic; gmon_start artifact slightly hurts structure.,"Readable conventional C with minor artifact, terse names, pointer parsing complexity.",source-readability-1-to-5-v1,32e286d148dff3a4794eb020348da0fcfb1a9c98d10c2c56747c674f780eb57f,2026-08-03T11:07:22.604394+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p02100,F2,0,PASS,True,4,4,4,4,4,4.0,"Names mostly clear: input, prepended, coefficients, coeff, exp; p, neg_x less descriptive but roles inferable.","Loops conventional: parse loop, digit loop, range scan, polynomial accumulation all readable.","Predicates simple character checks, bounds check, scanf guard; little low-level boolean noise.","Control flow linear, no gotos, clear parse then evaluate phases.","Single coherent main with standard arrays, integer types, conventional C organization; stray __gmon_start__ artifact minor.","Readable recovered C; structure clear, minor artifact and terse pointer variable reduce polish.",source-readability-1-to-5-v1,d05567f8ac0f81ce18d36f58990ad1ca3d68e2b6fa3369974d8b8db1cfc67976,2026-08-03T11:07:22.787836+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p02100,F3,0,PASS,True,4,4,4,4,4,4.0,"Names mostly clear: poly, buf, sign, coef, exponent; p, val acceptable parser temporaries.","Loops conventional, bounded or sentinel-based, with understandable parser and evaluation state.","Predicates direct character checks, range checks, input guard; little boolean noise.","Single main flow clean: read, parse terms, evaluate roots, print; no goto or dispatcher artifacts.","Simple C organization coherent, though all logic in main and fixed global array reduce polish.","Readable conventional C with clear parsing flow, modest naming, simple structure.",source-readability-1-to-5-v1,3e51b2788d638ce883a7abcc5c9d40f52a153cc776dddd9facf162d68c10bb2d,2026-08-03T11:07:23.345734+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p02100,F4,0,PASS,True,3,4,4,4,4,3.8,"Mixed names; input, coeff, exponent clear, but v9, v12, v27 artifact-like.",Loops conventional; parsing loop plus numeric loops easy to track.,Predicates direct character/range checks with little boolean noise.,"Control flow linear; no goto or dispatcher noise, though pointer parsing slightly dense.","Single coherent C function with simple global array, standard headers, clear organization.",Readable recovered C; main weakness meaningless temporary names.,source-readability-1-to-5-v1,9afe42730168162a524ac7f7b8bddbbde4ce957b7575c06a53426873bb6467b8,2026-08-03T11:07:24.465658+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p02100,F5,0,PASS,True,4,4,4,4,4,4.0,"Names mostly clear: coeffs, exponent, evaluate, parse_term; ptr_ref less elegant but understandable.","Loops simple: digit scan, coefficient evaluation, root print range; state easy to track.",Predicates direct character and scanf checks; minimal boolean noise.,Control flow linear with small functions; no goto or dispatcher artifacts.,"Program split coherently into parsing, evaluation, main; global coeffs slightly weakens structure.","Readable conventional C with clear decomposition, simple loops, minor pointer/global roughness.",source-readability-1-to-5-v1,c19a79731f1ab88278d75e5cf59ae7f51319828784d769adf4a1f3b917450caa,2026-08-03T11:07:24.713502+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p02289,F1,0,PASS,True,4,4,4,4,4,4.0,"Names mostly clear: Node, root, size, parent, child, path; few generic temporaries like p, curr, temp.","Loops conventional, bounded, state visible through path_len, curr, loop_count.","Predicates readable, mostly direct NULL checks, command checks, heap comparisons.","Control flow simple: insert, extract, heap helpers, main dispatch; no goto noise.","Functions, struct, globals form coherent heap implementation, though packed input buffer artifact hurts naturalness.","Readable C structure, minor recovered artifacts, mostly conventional organization.",source-readability-1-to-5-v1,53ae6028d78dc0722101265d44ca85446dafdf56438f62167d1a864423099a60,2026-08-03T11:07:24.876031+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p02289,F3,0,PASS,True,4,4,4,4,4,4.0,"Names mostly clear: root, heap_size, parent, left, right, key; minor generic temp, curr, len remain.","Loops conventional, bounded, readable; path traversal state understandable.","Predicates simple, direct, mostly domain-level; few magic limits reduce clarity.","Control flow clear across insert, extract, heapify helpers; no goto or dispatcher noise.","Functions, struct Node, globals form coherent heap organization; allocation setup slightly ad hoc.","Readable conventional C with clear heap structure, minor magic constants, generic temporaries.",source-readability-1-to-5-v1,6cbd9ae85c391ad1df7508f37e68461c712057c9ac9475b5efe923618b4e8552,2026-08-03T11:07:25.207296+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p02289,F5,0,PASS,True,4,5,5,5,5,4.8,"Names mostly clear: dummy, current, parent, new_node, left_child show roles; input.key sentinel odd.","Loops simple: traversal while conditions expose tree descent, max search, input scan.","Predicates readable: NULL checks, key comparisons, command checks direct.","Control flow linear: insert, extract, main separated; no goto, dispatcher noise minimal.","C structure coherent: Node type, focused functions, conventional allocation, tree organization clear.",Readable conventional C; minor naming sentinel oddity only.,source-readability-1-to-5-v1,c92f4a80575c321921fbb9054f06470b4cfdf85177c4787001969f9369a5de91,2026-08-03T11:07:27.422464+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p02474,F1,0,PASS,True,3,4,4,4,3,3.6,"Names mix clear roles like len1, neg1 with opaque global arrays A, B, C and artifact temporary store_forwarded.","Loops are simple for-loops with clear indices, though large magic bounds reduce readability.",Predicates are direct boolean checks with minimal low-level noise.,Control flow is linear and easy to follow with no goto or dispatcher artifacts.,"Single coherent main and C-like organization, but global fixed-size buffers and magic constants weaken structure.","Readable recovered C with clear linear flow, but opaque arrays and hardcoded bounds keep it below conventional human-written clarity.",source-readability-1-to-5-v1,e3df30b58d9af9219ce6807a847dc898e68d20ce6b1347af0daa10bec562bd83,2026-08-03T11:07:26.342641+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p02474,F3,0,PASS,True,3,4,4,4,4,3.8,"Names mix clear flags with generic arrays A, B, C, limiting role clarity.","Nested digit loops, carry loop, output loop use simple bounds, readable indices.","Predicates like s1_neg, s2_neg, different_sign make sign handling clear.","Single main path, early input exit, no dispatcher or goto noise.","Coherent C organization with globals plus one main function, conventional big-integer layout.","Readable accepted C with clear flow, generic storage names, monolithic structure.",source-readability-1-to-5-v1,dd4a6f78c86cb90df479914c06df8e629cac788dbf5ea67ce1a2a75547b0d31a,2026-08-03T11:07:28.394025+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p02474,F4,0,PASS,True,2,4,4,4,3,3.4,"Names mostly artifact-like, roles partly inferable from usage.","Loops use normal for structure, bounds mostly visible, state simple.","Predicates readable, sign and zero checks named, few low-level remnants.","Straight-line main flow, no goto noise, phases easy to follow.","Single coherent function, global artifact arrays, residual dummy function reduce human-like organization.","Readable recovered C with clear control flow, weak naming, artifact-heavy globals.",source-readability-1-to-5-v1,6c2691fa936cb4bee73f95e4a475d9e983467827b26d7df64279bb9f52100d28,2026-08-03T11:07:26.485482+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p02477,F1,0,PASS,True,4,4,4,5,5,4.4,"Names mostly clear: BigInt, parse_bigint, multiply_bigint, format_bigint, sign1/sign2 weaker.","Loops conventional, bounded, readable; nested multiplication loop state understandable.","Predicates simple, direct, mostly domain clear; few magic constants reduce clarity.","Control flow linear, function split clean, no goto or dispatcher noise.","Coherent C organization with clear struct, globals, parsing, multiplication, formatting stages.","Readable conventional C with clear stages, minor naming and constant clarity issues.",source-readability-1-to-5-v1,bc4c2692ef45172a9eda29599fd43328700ccfb650cebd5826e5f9ab4aea765e,2026-08-03T11:07:28.451831+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p02477,F3,0,PASS,True,4,4,4,5,5,4.4,Names mostly clear; short loop indices acceptable; BigInt fields explicit.,"Loops conventional; parsing, multiplication, formatting iteration easy follow.","Predicates simple; zero, sign, digit, size checks readable.","Control flow linear; no goto, dispatcher noise, tangled branches.","Functions cohesive; BigInt type, parsing, multiply, formatting, main well organized.",Readable conventional C; minor terse variables only.,source-readability-1-to-5-v1,4e58f0b3899eba7bc4eb69fbb9dba731881af54e1cee6973de397888bee8910f,2026-08-03T11:07:28.166663+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p02477,F4,0,PASS,True,4,4,4,4,4,4.0,Most names convey roles; `native_object_40ff80` remains artifact-like.,"Loops use clear counters, bounds, chunk traversal.","Predicates simple, readable, mostly direct character or size checks.","Control flow linear, function-separated, no goto noise.","Coherent helper functions, clear arrays, conventional C organization.","Readable recovered C with clear big-number structure, minor artifact naming.",source-readability-1-to-5-v1,e6e01d23f79aec1ebd1b471a95d1e0df124d8d6957045653da9a0d6ecda886b3,2026-08-03T11:07:28.185512+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p02477,F5,0,PASS,True,4,4,4,5,5,4.4,"Names mostly clear: BigInt, sign, size, digits, parse_bigint, multiply; minor generic temporaries remain.","Loops conventional, bounded, readable; nested digit loops need attention but state clear.","Predicates simple, direct, mostly domain-level; zero normalization checks repeated but readable.","Control flow linear, function-separated, no goto or dispatcher noise.","Coherent BigInt type, helper functions, global buffers; organization strongly C-like.","Readable conventional C with clear structure, modest low-level arithmetic detail.",source-readability-1-to-5-v1,0d880aeb17aedfe56e5eabe906a6a811e9049bf1901c136f90167008173361ec,2026-08-03T11:07:28.778268+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p02788,F2,0,PASS,True,4,4,4,4,4,4.0,"Names mostly role-based: elements, tree, lazy, range_add; short A, B, M, N reduce clarity.","Loops conventional for input, sizing, initialization, binary search; state readable.","Predicates simple range checks, bounds checks, comparisons; few low-level artifacts.","Control flow direct: read, sort, build tree, process; recursion clear.","Coherent structs, globals, segment-tree helpers, comparator, reader, main organization.","Readable C with clear algorithmic structure, minor terseness from globals and short contest names.",source-readability-1-to-5-v1,717d3aa9220af4f4d9a8ecd7232c4fc785bc35c02a68636d82c56a4f3082cc30,2026-08-03T11:07:30.237224+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p02788,F3,0,PASS,True,3,4,4,4,4,3.8,"Names like A, M, L, R, ql, qr terse, but roles mostly inferable from segment-tree context.","Loops conventional, bounded, readable across input, sorting, tree setup, main scan, binary search.","Predicates simple, direct, mostly high-level range and boundary checks.","Control flow structured with functions, recursion, early return, no goto or dispatcher noise.","Coherent C organization with Pair type, segment-tree helpers, sorting, main workflow.","Readable conventional C, though terse names reduce clarity.",source-readability-1-to-5-v1,f6feb412e5e671a79d5742a53cf8cd89c91d5de5c916661c101220a772109a09,2026-08-03T11:07:30.478670+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
experiment_20260801_182616,p02788,F4,0,PASS,True,3,4,4,4,4,3.8,"Core names like arr, tree, lazy, n, q terse; roles mostly inferable from context.","Loops use standard for, while, binary search patterns with clear state updates.","Predicates mostly direct range, digit, comparison checks with little low-level noise.","Control flow split into helper functions; recursion, updates, queries follow readable paths.","Coherent C structure with Element type, segment-tree helpers, input, sorting, main orchestration.","Readable accepted C; terse naming main weakness; structure, loops, conditions clear.",source-readability-1-to-5-v1,e192e0fe1b9823c0a049110377a2deb2308158f5c59d1ff12c22d3832643f716,2026-08-03T11:07:31.077091+00:00,False,cx/gpt-5.5,llm_absolute_rubric_1_to_5,,,
